Order Date	Order ID	Quantity	Customer Name	Segment	Product Name	Category	Manufacturer	City	State	Region	Ship Date	Ship Mode	Discount	Profit	Profit Ratio	Sales
7/22/2017	CA-2017-157280	3	Liz Willingham	Consumer	Microsoft Natural Ergonomic Keyboard 4000	Technology	Microsoft	Virginia Beach	Virginia	South	7/25/2017	First Class	0.00%	$19.00	21.00%	$90.00
7/22/2017	CA-2017-157280	2	Liz Willingham	Consumer	3M Polarizing Task Lamp with Clamp Arm, Light Gray	Furniture	3M	Virginia Beach	Virginia	South	7/25/2017	First Class	0.00%	$71.00	26.00%	$274.00
7/22/2017	CA-2017-157280	5	Liz Willingham	Consumer	Tenex Chairmat w/ Average Lip, 45" x 53"	Furniture	Tenex	Virginia Beach	Virginia	South	7/25/2017	First Class	0.00%	$76.00	10.00%	$757.00
7/22/2017	CA-2017-157336	6	Shirley Jackson	Consumer	XtraLife ClearVue Slant-D Ring Binder, White, 3"	Office Supplies	XtraLife	Fairfield	Connecticut	East	7/31/2017	Second Class	0.00%	$41.00	46.00%	$88.00
7/22/2017	CA-2017-157336	4	Shirley Jackson	Consumer	Hon Every-Day Series Multi-Task Chairs	Furniture	Hon	Fairfield	Connecticut	East	7/31/2017	Second Class	0.00%	$150.00	20.00%	$752.00
7/22/2017	CA-2017-157364	2	Liz Thompson	Consumer	Deluxe Chalkboard Eraser Cleaner	Office Supplies	Other	Jacksonville	North Carolina	South	7/28/2017	First Class	20.00%	$6.00	33.00%	$18.00
7/22/2017	CA-2017-157511	1	Seth Vernon	Consumer	Eldon Spacemaker Box, Quick-Snap Lid, Clear	Office Supplies	Eldon	Columbus	Ohio	East	7/27/2017	First Class	20.00%	$0.00	14.00%	$3.00
7/22/2017	CA-2017-157511	3	Seth Vernon	Consumer	Eldon Pizzaz Desk Accessories	Furniture	Eldon	Columbus	Ohio	East	7/27/2017	First Class	20.00%	$2.00	30.00%	$5.00
7/22/2017	CA-2017-157511	2	Seth Vernon	Consumer	Situations Contoured Folding Chairs, 4/Set	Furniture	Other	Columbus	Ohio	East	7/27/2017	First Class	30.00%	-$7.00	-7.00%	$99.00
7/22/2017	CA-2017-157588	5	Anemone Ratner	Consumer	Cardinal Holdit Data Disk Pockets	Office Supplies	Cardinal	Columbus	Georgia	South	7/28/2017	Standard Class	0.00%	$17.00	47.00%	$36.00
7/23/2017	CA-2017-157588	1	Anemone Ratner	Consumer	Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock	Furniture	Howard Miller	Columbus	Georgia	South	7/28/2017	Standard Class	0.00%	$16.00	30.00%	$52.00
7/23/2017	CA-2017-157686	4	Brian DeCherney	Consumer	Global Value Mid-Back Manager's Chair, Gray	Furniture	Global	San Francisco	California	West	7/27/2017	First Class	20.00%	$12.00	6.00%	$195.00
7/23/2017	CA-2017-157707	1	Corey Catlett	Corporate	iOttie HLCRIO102 Car Mount	Technology	iOttie	Denver	Colorado	West	8/3/2017	First Class	20.00%	-$3.00	-19.00%	$16.00
7/23/2017	CA-2017-157707	3	Corey Catlett	Corporate	Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled	Furniture	Other	Denver	Colorado	West	8/3/2017	First Class	70.00%	-$191.00	-210.00%	$91.00
7/23/2017	CA-2017-157707	1	Corey Catlett	Corporate	Global Manager's Adjustable Task Chair, Storm	Furniture	Global	Denver	Colorado	West	8/3/2017	First Class	20.00%	$14.00	11.00%	$121.00
7/23/2017	CA-2017-157714	1	Charles Sheldon	Corporate	Hammermill Color Copier Paper (28Lb. and 96 Bright)	Office Supplies	Hammermil	Iowa City	Iowa	Central	7/26/2017	Second Class	0.00%	$4.00	45.00%	$10.00
7/23/2017	CA-2017-157742	3	Ken Lonsdale	Consumer	Peel & Seel Recycled Catalog Envelopes, Brown	Office Supplies	Peel & Seel	Springfield	Oregon	West	8/1/2017	Second Class	20.00%	$10.00	38.00%	$28.00
7/23/2017	CA-2017-157749	3	Ken Lonsdale	Consumer	Eldon 100 Class Desk Accessories	Furniture	Eldon	Chicago	Illinois	Central	7/27/2017	Second Class	60.00%	-$3.00	-70.00%	$4.00
7/23/2017	CA-2017-157749	2	Ken Lonsdale	Consumer	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	Office Supplies	Binney & Smith	Chicago	Illinois	Central	7/27/2017	Second Class	20.00%	$1.00	16.00%	$7.00
7/23/2017	CA-2017-157749	3	Ken Lonsdale	Consumer	Staple-based wall hangings	Furniture	Staple-based wall hangings	Chicago	Illinois	Central	7/27/2017	Second Class	60.00%	-$5.00	-40.00%	$12.00
7/24/2017	CA-2017-157749	5	Ken Lonsdale	Consumer	Xerox 1957	Office Supplies	Xerox	Chicago	Illinois	Central	7/27/2017	Second Class	20.00%	$9.00	36.00%	$26.00
7/24/2017	CA-2017-157749	2	Ken Lonsdale	Consumer	PureGear Roll-On Screen Protector	Technology	Other	Chicago	Illinois	Central	7/27/2017	Second Class	20.00%	$11.00	35.00%	$32.00
7/25/2017	CA-2017-157749	5	Ken Lonsdale	Consumer	KI Conference Tables	Furniture	KI	Chicago	Illinois	Central	7/27/2017	Second Class	50.00%	-$121.00	-68.00%	$177.00
7/25/2017	CA-2017-157749	5	Ken Lonsdale	Consumer	Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base	Furniture	Luxo	Chicago	Illinois	Central	7/27/2017	Second Class	60.00%	-$357.00	-85.00%	$420.00
7/25/2017	CA-2017-157763	1	Katharine Harms	Corporate	Hon Olson Stacker Stools	Furniture	Hon	Bowling Green	Kentucky	South	8/3/2017	Standard Class	0.00%	$39.00	28.00%	$141.00
7/25/2017	CA-2017-157791	4	Carol Adams	Corporate	Hewlett Packard 610 Color Digital Copier / Printer	Technology	Hewlett-Packard	Warwick	Rhode Island	East	7/28/2017	Second Class	0.00%	$900.00	45.00%	$2,000.00
7/25/2017	CA-2017-157868	7	Matt Collister	Corporate	Acco Clips to Go Binder Clips, 24 Clips in Two Sizes	Office Supplies	Acco	Grand Rapids	Michigan	Central	8/1/2017	Standard Class	0.00%	$12.00	47.00%	$25.00
7/25/2017	CA-2017-158001	5	Jennifer Patt	Corporate	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	Office Supplies	Dixon	New York City	New York	East	7/30/2017	Standard Class	0.00%	$9.00	41.00%	$21.00
7/25/2017	CA-2017-158001	6	Jennifer Patt	Corporate	Newell 331	Office Supplies	Newell	New York City	New York	East	7/30/2017	Standard Class	0.00%	$8.00	27.00%	$29.00
7/25/2017	CA-2017-158001	5	Jennifer Patt	Corporate	1.7 Cubic Foot Compact "Cube" Office Refrigerators	Office Supplies	Other	New York City	New York	East	7/30/2017	Standard Class	0.00%	$281.00	27.00%	$1,041.00
7/25/2017	CA-2017-158043	2	Jason Klamczynski	Corporate	Staple envelope	Office Supplies	Staple envelope	Atlantic City	New Jersey	East	8/5/2017	Second Class	0.00%	$12.00	50.00%	$23.00
7/25/2017	CA-2017-158099	3	Paul Knutson	Home Office	Cisco SPA301	Technology	Cisco	Philadelphia	Pennsylvania	East	8/4/2017	First Class	40.00%	-$47.00	-17.00%	$281.00
7/25/2017	CA-2017-158099	5	Paul Knutson	Home Office	GBC Ibimaster 500 Manual ProClick Binding System	Office Supplies	GBC	Philadelphia	Pennsylvania	East	8/4/2017	First Class	70.00%	-$761.00	-67.00%	$1,141.00
7/25/2017	CA-2017-158155	2	Edward Hooks	Corporate	Eldon 200 Class Desk Accessories	Furniture	Eldon	New York City	New York	East	7/26/2017	Standard Class	0.00%	$4.00	32.00%	$13.00
7/25/2017	CA-2017-158155	2	Edward Hooks	Corporate	Southworth Parchment Paper & Envelopes	Office Supplies	Southworth	New York City	New York	East	7/26/2017	Standard Class	0.00%	$6.00	46.00%	$13.00
7/25/2017	CA-2017-158155	3	Edward Hooks	Corporate	Vinyl Sectional Post Binders	Office Supplies	Other	New York City	New York	East	7/26/2017	Standard Class	20.00%	$34.00	38.00%	$90.00
7/25/2017	CA-2017-158155	5	Edward Hooks	Corporate	Howard Miller 13" Diameter Pewter Finish Round Wall Clock	Furniture	Howard Miller	New York City	New York	East	7/26/2017	Standard Class	0.00%	$84.00	39.00%	$215.00
7/25/2017	CA-2017-158211	1	Ben Peterman	Corporate	Newell 312	Office Supplies	Newell	Philadelphia	Pennsylvania	East	7/30/2017	Standard Class	20.00%	$1.00	13.00%	$5.00
7/25/2017	CA-2017-158211	6	Ben Peterman	Corporate	Avery Arch Ring Binders	Office Supplies	Avery	Philadelphia	Pennsylvania	East	7/30/2017	Standard Class	70.00%	-$80.00	-77.00%	$105.00
7/25/2017	CA-2017-158260	2	Cindy Chapman	Consumer	Okidata B400 Printer	Technology	Okidata	San Diego	California	West	8/5/2017	Standard Class	20.00%	$77.00	11.00%	$686.00
7/25/2017	CA-2017-158302	3	Julia Barnett	Home Office	Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled	Office Supplies	Ampad	Columbus	Ohio	East	7/27/2017	Second Class	20.00%	$3.00	33.00%	$11.00
7/28/2017	CA-2017-158358	2	Eleni McCrary	Corporate	Logitech G602 Wireless Gaming Mouse	Technology	Logitech	Dover	New Hampshire	East	7/30/2017	Standard Class	0.00%	$58.00	36.00%	$160.00
7/28/2017	CA-2017-158435	2	Arthur Gainer	Consumer	Avery 519	Office Supplies	Avery	Waterbury	Connecticut	East	8/6/2017	First Class	0.00%	$7.00	47.00%	$15.00
7/28/2017	CA-2017-158435	7	Arthur Gainer	Consumer	Acme Forged Steel Scissors with Black Enamel Handles	Office Supplies	Acme	Waterbury	Connecticut	East	8/6/2017	First Class	0.00%	$19.00	29.00%	$65.00
7/28/2017	CA-2017-158435	4	Arthur Gainer	Consumer	Eldon Advantage Chair Mats for Low to Medium Pile Carpets	Furniture	Eldon	Waterbury	Connecticut	East	8/6/2017	First Class	0.00%	$17.00	10.00%	$173.00
7/28/2017	CA-2017-158547	5	Justin MacKendrick	Consumer	Euro-Pro Shark Turbo Vacuum	Office Supplies	Euro Pro	Hamilton	Ohio	East	7/29/2017	Standard Class	20.00%	$9.00	8.00%	$124.00
7/28/2017	CA-2017-158568	3	Rick Bensley	Home Office	Avery Hidden Tab Dividers for Binding Systems	Office Supplies	Avery	Chicago	Illinois	Central	8/4/2017	Standard Class	80.00%	-$3.00	-170.00%	$2.00
7/28/2017	CA-2017-158568	7	Rick Bensley	Home Office	Avery Personal Creations Heavyweight Cards	Office Supplies	Avery	Chicago	Illinois	Central	8/4/2017	Standard Class	20.00%	$23.00	35.00%	$65.00
7/28/2017	CA-2017-158568	3	Rick Bensley	Home Office	SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card	Technology	SanDisk	Chicago	Illinois	Central	8/4/2017	Standard Class	20.00%	-$11.00	-11.00%	$96.00
7/29/2017	CA-2017-158575	6	Sean Braxton	Corporate	Holmes 99% HEPA Air Purifier	Office Supplies	Holmes	Kent	Ohio	East	8/10/2017	Standard Class	20.00%	$17.00	16.00%	$104.00
7/29/2017	CA-2017-158610	2	Clytie Kelty	Consumer	Home/Office Personal File Carts	Office Supplies	Other	Providence	Rhode Island	East	8/6/2017	First Class	0.00%	$17.00	25.00%	$70.00
7/29/2017	CA-2017-158617	6	Anna Chung	Consumer	Xerox 1895	Office Supplies	Xerox	Lawrence	Indiana	Central	8/2/2017	Standard Class	0.00%	$16.00	45.00%	$36.00
7/29/2017	CA-2017-158694	3	Arianne Irving	Consumer	Peel & Stick Add-On Corner Pockets	Office Supplies	Other	Los Angeles	California	West	8/5/2017	Second Class	20.00%	$2.00	35.00%	$5.00
7/30/2017	CA-2017-158694	5	Arianne Irving	Consumer	Newell 338	Office Supplies	Newell	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$4.00	27.00%	$15.00
7/30/2017	CA-2017-158694	5	Arianne Irving	Consumer	Xerox 1933	Office Supplies	Xerox	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$29.00	47.00%	$61.00
7/30/2017	CA-2017-158694	3	Arianne Irving	Consumer	Embossed Ink Jet Note Cards	Office Supplies	Other	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$33.00	48.00%	$68.00
7/30/2017	CA-2017-158694	4	Arianne Irving	Consumer	Belkin F9S820V06 8 Outlet Surge	Office Supplies	Belkin	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$39.00	30.00%	$130.00
7/31/2017	CA-2017-158694	9	Arianne Irving	Consumer	Howard Miller 11-1/2" Diameter Ridgewood Wall Clock	Furniture	Howard Miller	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$192.00	41.00%	$467.00
7/31/2017	CA-2017-158694	4	Arianne Irving	Consumer	Standard Rollaway File with Lock	Office Supplies	Standard	Los Angeles	California	West	8/5/2017	Second Class	0.00%	$187.00	26.00%	$721.00
7/31/2017	CA-2017-158778	3	Dean Braden	Consumer	Newell 329	Office Supplies	Newell	Philadelphia	Pennsylvania	East	8/6/2017	Standard Class	20.00%	$1.00	7.00%	$8.00
7/31/2017	CA-2017-158778	9	Dean Braden	Consumer	6" Cubicle Wall Clock, Black	Furniture	Other	Philadelphia	Pennsylvania	East	8/6/2017	Standard Class	20.00%	$12.00	20.00%	$58.00
7/31/2017	CA-2017-158778	2	Dean Braden	Consumer	Global Task Chair, Black	Furniture	Global	Philadelphia	Pennsylvania	East	8/6/2017	Standard Class	30.00%	-$19.00	-27.00%	$71.00
8/1/2017	CA-2017-158778	3	Dean Braden	Consumer	Global Comet Stacking Arm Chair	Furniture	Global	Philadelphia	Pennsylvania	East	8/6/2017	Standard Class	30.00%	-$63.00	-7.00%	$887.00
8/1/2017	CA-2017-158806	3	Neoma Murray	Consumer	Executive Impressions 13" Clairmont Wall Clock	Furniture	Executive Impressions	Amarillo	Texas	Central	8/12/2017	Standard Class	60.00%	-$11.00	-48.00%	$23.00
8/1/2017	CA-2017-158806	5	Neoma Murray	Consumer	Xerox 212	Office Supplies	Xerox	Amarillo	Texas	Central	8/12/2017	Standard Class	20.00%	$9.00	35.00%	$26.00
8/1/2017	CA-2017-158834	5	Tamara Willingham	Home Office	Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection	Office Supplies	Belkin	Scottsdale	Arizona	West	8/2/2017	First Class	20.00%	$18.00	11.00%	$158.00
8/2/2017	CA-2017-158834	2	Tamara Willingham	Home Office	Jabra BIZ 2300 Duo QD Duo Corded Headset	Technology	Jabra	Scottsdale	Arizona	West	8/2/2017	First Class	20.00%	$15.00	8.00%	$203.00
8/2/2017	CA-2017-158841	7	Sanjit Engle	Consumer	Acrylic Self-Standing Desk Frames	Furniture	Other	Arlington	Virginia	South	8/12/2017	Second Class	0.00%	$7.00	38.00%	$19.00
8/2/2017	CA-2017-158841	8	Sanjit Engle	Consumer	Presstex Flexible Ring Binders	Office Supplies	Other	Arlington	Virginia	South	8/12/2017	Second Class	0.00%	$18.00	50.00%	$36.00
8/3/2017	CA-2017-158841	5	Sanjit Engle	Consumer	HP Designjet T520 Inkjet Large Format Printer - 24" Color	Technology	Hewlett-Packard	Arlington	Virginia	South	8/12/2017	Second Class	0.00%	$2,800.00	32.00%	$8,750.00
8/3/2017	CA-2017-158869	2	Anna Häberlin	Corporate	Easy-staple paper	Office Supplies	Easy-staple paper	New York City	New York	East	8/10/2017	First Class	0.00%	$33.00	47.00%	$71.00
8/4/2017	CA-2017-158925	3	Jennifer Patt	Corporate	Eureka Recycled Copy Paper 8 1/2" x 11", Ream	Office Supplies	Eureka	Houston	Texas	Central	8/10/2017	Standard Class	20.00%	$5.00	35.00%	$16.00
8/4/2017	CA-2017-159009	4	Dave Poirier	Corporate	ACCOHIDE 3-Ring Binder, Blue, 1"	Office Supplies	ACCOHIDE	Seattle	Washington	West	8/7/2017	Standard Class	20.00%	$4.00	34.00%	$13.00
8/4/2017	CA-2017-159009	3	Dave Poirier	Corporate	Global Deluxe Steno Chair	Furniture	Global	Seattle	Washington	West	8/7/2017	Standard Class	20.00%	-$21.00	-11.00%	$185.00
8/4/2017	CA-2017-159016	5	Karen Ferguson	Home Office	Rediform Voice Mail Log Books	Office Supplies	REDIFORM	Los Angeles	California	West	8/16/2017	First Class	0.00%	$7.00	48.00%	$15.00
8/4/2017	CA-2017-159016	8	Karen Ferguson	Home Office	Apple iPhone 5	Technology	Apple	Los Angeles	California	West	8/16/2017	First Class	20.00%	$364.00	9.00%	$4,159.00
8/4/2017	CA-2017-159023	7	Natalie Webber	Consumer	Avery Reinforcements for Hole-Punch Pages	Office Supplies	Avery	Portland	Oregon	West	8/6/2017	First Class	70.00%	-$3.00	-83.00%	$4.00
8/4/2017	CA-2017-159023	3	Natalie Webber	Consumer	Okidata B401 Printer	Technology	Okidata	Portland	Oregon	West	8/6/2017	First Class	70.00%	-$252.00	-140.00%	$180.00
8/4/2017	CA-2017-159142	3	Maria Etezadi	Home Office	Wirebound Message Books, Four 2 3/4" x 5" Forms per Page, 600 Sets per Book	Office Supplies	Wirebound	Springfield	Virginia	South	8/9/2017	First Class	0.00%	$13.00	47.00%	$28.00
8/5/2017	CA-2017-159142	3	Maria Etezadi	Home Office	Anker Astro 15000mAh USB Portable Charger	Technology	Anker	Springfield	Virginia	South	8/9/2017	First Class	0.00%	$6.00	4.00%	$150.00
8/6/2017	CA-2017-159212	2	Katherine Murray	Home Office	LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite	Technology	Other	Salem	Virginia	South	8/16/2017	Standard Class	0.00%	$6.00	28.00%	$22.00
8/6/2017	CA-2017-159212	3	Katherine Murray	Home Office	Airmail Envelopes	Office Supplies	Other	Salem	Virginia	South	8/16/2017	Standard Class	0.00%	$118.00	47.00%	$252.00
8/6/2017	CA-2017-159345	2	Ivan Gibson	Consumer	Xerox 1934	Office Supplies	Xerox	San Diego	California	West	8/11/2017	Standard Class	0.00%	$55.00	49.00%	$112.00
8/7/2017	CA-2017-159373	2	Liz Thompson	Consumer	Insertable Tab Indexes For Data Binders	Office Supplies	Other	San Antonio	Texas	Central	8/12/2017	Standard Class	80.00%	-$2.00	-170.00%	$1.00
8/8/2017	CA-2017-159373	5	Liz Thompson	Consumer	TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page	Office Supplies	TOPS	San Antonio	Texas	Central	8/12/2017	Standard Class	20.00%	$25.00	35.00%	$70.00
8/8/2017	CA-2017-159373	5	Liz Thompson	Consumer	Hon Non-Folding Utility Tables	Furniture	Hon	San Antonio	Texas	Central	8/12/2017	Standard Class	30.00%	$0.00	0.00%	$558.00
8/8/2017	CA-2017-159639	3	Pamela Coakley	Corporate	Ultra Door Pull Handle	Furniture	Ultra	Westfield	New Jersey	East	8/12/2017	Standard Class	0.00%	$10.00	33.00%	$32.00
8/8/2017	CA-2017-159653	3	Jeremy Farry	Consumer	Avery 493	Office Supplies	Avery	Athens	Georgia	South	8/8/2017	Same Day	0.00%	$7.00	49.00%	$15.00
8/8/2017	CA-2017-159695	7	Gary Mitchum	Home Office	Eldon Portable Mobile Manager	Office Supplies	Eldon	Houston	Texas	Central	8/10/2017	Second Class	20.00%	$14.00	9.00%	$158.00
8/8/2017	CA-2017-159730	2	Sanjit Jacobs	Home Office	Clarity 53712	Technology	Other	Seattle	Washington	West	8/20/2017	Standard Class	20.00%	$8.00	8.00%	$106.00
8/8/2017	CA-2017-159730	2	Sanjit Jacobs	Home Office	Harbour Creations 67200 Series Stacking Chairs	Furniture	Other	Seattle	Washington	West	8/20/2017	Standard Class	20.00%	$10.00	9.00%	$114.00
8/9/2017	CA-2017-159737	3	Carlos Soltero	Consumer	XtraLife ClearVue Slant-D Ring Binder, White, 3"	Office Supplies	XtraLife	Chicago	Illinois	Central	8/19/2017	Standard Class	80.00%	-$15.00	-170.00%	$9.00
8/9/2017	CA-2017-159765	7	Thea Hendricks	Consumer	4009 Highlighters by Sanford	Office Supplies	Other	Salem	Virginia	South	8/10/2017	Second Class	0.00%	$9.00	33.00%	$28.00
8/9/2017	CA-2017-159891	8	Ben Ferrer	Home Office	#10 White Business Envelopes,4 1/8 x 9 1/2	Office Supplies	Other	Atlanta	Georgia	South	8/11/2017	Standard Class	0.00%	$59.00	47.00%	$125.00
8/9/2017	CA-2017-159891	1	Ben Ferrer	Home Office	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	Office Supplies	Fellowes	Atlanta	Georgia	South	8/11/2017	Standard Class	0.00%	$635.00	50.00%	$1,271.00
8/9/2017	CA-2017-159912	2	George Bell	Corporate	Fellowes Black Plastic Comb Bindings	Office Supplies	Fellowes	Philadelphia	Pennsylvania	East	8/13/2017	Standard Class	70.00%	-$3.00	-80.00%	$3.00
8/11/2017	CA-2017-159912	7	George Bell	Corporate	Revere Boxed Rubber Bands by Revere	Office Supplies	Other	Philadelphia	Pennsylvania	East	8/13/2017	Standard Class	20.00%	-$2.00	-23.00%	$11.00
8/11/2017	CA-2017-159912	4	George Bell	Corporate	O'Sullivan 5-Shelf Heavy-Duty Bookcases	Furniture	O'Sullivan	Philadelphia	Pennsylvania	East	8/13/2017	Standard Class	50.00%	-$82.00	-50.00%	$164.00
8/11/2017	CA-2017-159912	4	George Bell	Corporate	Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf	Furniture	Barricks	Philadelphia	Pennsylvania	East	8/13/2017	Standard Class	40.00%	-$56.00	-23.00%	$242.00
8/12/2017	CA-2017-159940	1	Barry Französisch	Corporate	Acco Hot Clips Clips to Go	Office Supplies	Acco	Aurora	Illinois	Central	8/14/2017	Second Class	20.00%	$1.00	31.00%	$3.00
8/12/2017	CA-2017-159940	9	Barry Französisch	Corporate	Tops Wirebound Message Log Books	Office Supplies	TOPS	Aurora	Illinois	Central	8/14/2017	Second Class	20.00%	$8.00	33.00%	$24.00
8/12/2017	CA-2017-159940	8	Barry Französisch	Corporate	Flat Face Poster Frame	Furniture	Other	Aurora	Illinois	Central	8/14/2017	Second Class	60.00%	-$27.00	-45.00%	$60.00
8/12/2017	CA-2017-159940	2	Barry Französisch	Corporate	Global Ergonomic Managers Chair	Furniture	Global	Aurora	Illinois	Central	8/14/2017	Second Class	30.00%	-$14.00	-6.00%	$253.00
8/12/2017	CA-2017-159989	3	Emily Burns	Consumer	ARKON Windshield Dashboard Air Vent Car Mount Holder	Technology	Other	Franklin	Tennessee	South	8/24/2017	Standard Class	20.00%	-$9.00	-23.00%	$41.00
8/12/2017	CA-2017-160108	7	Arthur Gainer	Consumer	Bush Westfield Collection Bookcases, Dark Cherry Finish	Furniture	Bush	Eau Claire	Wisconsin	Central	8/21/2017	Standard Class	0.00%	$32.00	8.00%	$406.00
8/12/2017	CA-2017-160108	3	Arthur Gainer	Consumer	Hon GuestStacker Chair	Furniture	Hon	Eau Claire	Wisconsin	Central	8/21/2017	Standard Class	0.00%	$177.00	26.00%	$680.00
8/13/2017	CA-2017-160129	2	Luke Schmidt	Corporate	Nu-Dell Float Frame 11 x 14 1/2	Furniture	Nu-Dell	Philadelphia	Pennsylvania	East	8/13/2017	Same Day	20.00%	$4.00	28.00%	$14.00
8/13/2017	CA-2017-160129	5	Luke Schmidt	Corporate	Advantus Map Pennant Flags and Round Head Tacks	Office Supplies	Advantus	Philadelphia	Pennsylvania	East	8/13/2017	Same Day	20.00%	$2.00	15.00%	$16.00
8/13/2017	CA-2017-160129	7	Luke Schmidt	Corporate	DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7	Furniture	DAX	Philadelphia	Pennsylvania	East	8/13/2017	Same Day	20.00%	$12.00	18.00%	$70.00
8/13/2017	CA-2017-160136	2	Patrick Jones	Corporate	Xerox 1978	Office Supplies	Xerox	Dallas	Texas	Central	8/15/2017	Standard Class	20.00%	$3.00	36.00%	$9.00
8/13/2017	CA-2017-160220	7	Joy Smith	Consumer	Woodgrain Magazine Files by Perma	Office Supplies	Other	Trenton	Michigan	Central	8/16/2017	Standard Class	0.00%	$1.00	7.00%	$21.00
8/13/2017	CA-2017-160220	6	Joy Smith	Consumer	iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4	Technology	Other	Trenton	Michigan	Central	8/16/2017	Standard Class	0.00%	$35.00	28.00%	$126.00
8/13/2017	CA-2017-160220	2	Joy Smith	Consumer	Pyle PMP37LED	Technology	Pyle	Trenton	Michigan	Central	8/16/2017	Standard Class	0.00%	$52.00	27.00%	$192.00
8/13/2017	CA-2017-160234	1	Phillip Flathmann	Consumer	Cisco IP Phone 7961G VoIP phone - Dark gray	Technology	Cisco	Atlanta	Georgia	South	8/14/2017	Standard Class	0.00%	$39.00	29.00%	$136.00
8/13/2017	CA-2017-160241	4	Daniel Raglin	Home Office	Tenex Chairmat w/ Average Lip, 45" x 53"	Furniture	Tenex	Aurora	Illinois	Central	8/14/2017	Second Class	60.00%	-$303.00	-125.00%	$242.00
8/13/2017	CA-2017-160304	3	Brendan Murry	Corporate	Bush Westfield Collection Bookcases, Medium Cherry Finish	Furniture	Bush	Gaithersburg	Maryland	East	8/19/2017	Standard Class	0.00%	$38.00	22.00%	$174.00
8/14/2017	CA-2017-160304	2	Brendan Murry	Corporate	GE 30522EE2	Technology	Other	Gaithersburg	Maryland	East	8/19/2017	Standard Class	0.00%	$67.00	29.00%	$232.00
8/14/2017	CA-2017-160395	2	Kelly Lampkin	Corporate	Crayola Anti Dust Chalk, 12/Pack	Office Supplies	Crayola	Reno	Nevada	West	8/23/2017	Standard Class	0.00%	$2.00	45.00%	$4.00
8/14/2017	CA-2017-160395	7	Kelly Lampkin	Corporate	Lock-Up Easel 'Spel-Binder'	Office Supplies	Other	Reno	Nevada	West	8/23/2017	Standard Class	20.00%	$54.00	34.00%	$160.00
8/14/2017	CA-2017-160479	5	Angele Hood	Consumer	SANFORD Major Accent Highlighters	Office Supplies	Sanford	Seattle	Washington	West	8/23/2017	Standard Class	0.00%	$13.00	38.00%	$35.00
8/14/2017	CA-2017-160486	4	Evan Henry	Consumer	Embossed Ink Jet Note Cards	Office Supplies	Other	West Palm Beach	Florida	South	8/25/2017	Standard Class	20.00%	$25.00	35.00%	$72.00
8/14/2017	CA-2017-160500	5	Darrin Martin	Consumer	Computer Printout Index Tabs	Office Supplies	Other	Encinitas	California	West	8/17/2017	First Class	20.00%	$2.00	35.00%	$7.00
8/15/2017	CA-2017-160500	3	Darrin Martin	Consumer	Bevis 36 x 72 Conference Tables	Furniture	Bevis	Encinitas	California	West	8/17/2017	First Class	20.00%	$7.00	3.00%	$299.00
8/15/2017	CA-2017-160535	8	Barry Pond	Corporate	Konica Minolta magicolor 1690MF Multifunction Printer	Technology	Other	Plainfield	New Jersey	East	8/21/2017	Standard Class	0.00%	$118.00	37.00%	$320.00
8/15/2017	CA-2017-160535	4	Barry Pond	Corporate	Fellowes Strictly Business Drawer File, Letter/Legal Size	Office Supplies	Fellowes	Plainfield	New Jersey	East	8/21/2017	Standard Class	0.00%	$68.00	12.00%	$563.00
8/15/2017	CA-2017-160598	1	Stuart Van	Corporate	Xerox 1944	Office Supplies	Xerox	Miami	Florida	South	8/24/2017	First Class	20.00%	$11.00	36.00%	$31.00
8/15/2017	CA-2017-160717	2	Maria Etezadi	Home Office	Rosewill 107 Normal Keys USB Wired Standard Keyboard	Technology	Other	Santa Barbara	California	West	8/21/2017	Standard Class	0.00%	$4.00	14.00%	$27.00
8/15/2017	CA-2017-160717	3	Maria Etezadi	Home Office	Bose SoundLink Bluetooth Speaker	Technology	Other	Santa Barbara	California	West	8/21/2017	Standard Class	20.00%	$161.00	34.00%	$478.00
8/15/2017	CA-2017-160717	9	Maria Etezadi	Home Office	Samsung Galaxy Mega 6.3	Technology	Samsung	Santa Barbara	California	West	8/21/2017	Standard Class	20.00%	$227.00	8.00%	$3,024.00
